,Produto,Total_Receitas_2018Q1,Total_Receitas_2018Q2,Total_Receitas_2018Q3,Total_Receitas_2018Q4,Total_Receitas_2019Q1,Total_Receitas_2019Q2,Total_Receitas_2019Q3,Total_Receitas_2019Q4,Total_Receitas_2020Q1,Total_Receitas_2020Q2,Total_Receitas_2020Q3,Total_Receitas_2020Q4,Total_Receitas_2021Q1,Total_Receitas_2021Q2,Total_Receitas_2021Q3,Total_Receitas_2021Q4,Total_Receitas_2022Q1,Total_Receitas_2022Q2,Total_Receitas_2022Q3,Total_Receitas_2022Q4,Total_Unidades_Vendidas_2018Q1,Total_Unidades_Vendidas_2018Q2,Total_Unidades_Vendidas_2018Q3,Total_Unidades_Vendidas_2018Q4,Total_Unidades_Vendidas_2019Q1,Total_Unidades_Vendidas_2019Q2,Total_Unidades_Vendidas_2019Q3,Total_Unidades_Vendidas_2019Q4,Total_Unidades_Vendidas_2020Q1,Total_Unidades_Vendidas_2020Q2,Total_Unidades_Vendidas_2020Q3,Total_Unidades_Vendidas_2020Q4,Total_Unidades_Vendidas_2021Q1,Total_Unidades_Vendidas_2021Q2,Total_Unidades_Vendidas_2021Q3,Total_Unidades_Vendidas_2021Q4,Total_Unidades_Vendidas_2022Q1,Total_Unidades_Vendidas_2022Q2,Total_Unidades_Vendidas_2022Q3,Total_Unidades_Vendidas_2022Q4,Nome_Produto,Unidade_Produto,Referencia_Produto,DataUltimaAtualizacao_Produto,NomeMarca_Produto,Complemento_Produto,Classificacao11_Produto,Classificacao12_Produto,Classificacao13_Produto,Classificacao14_Produto,Classificacao15_Produto,Nome_Class_11_Produto,Nome_Class_12_Produto,Nome_Class_13_Produto,Nome_Class_14_Produto,Nome_Class_15_Produto
920,320143,6.462962962962962,6.462962962962962,6.462962962962962,0.0,0.0,6.462962962962962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENALTY NR 12 533049 DIV,UN,NR 12 533049,2015-03-13 00:00:00,PENALTY,DIV,2,2,3,3,30,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,BOLA DE BORRACHA
921,320144,0.0,0.0,7.388888888888888,0.0,7.388888888888888,7.388888888888888,0.0,7.388888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENALTY NR 14 533048 DIV,UN,NR 14 533048,2015-03-13 00:00:00,PENALTY,DIV,2,2,3,3,30,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,BOLA DE BORRACHA
922,320182,33.11111111111111,22.074074074074073,2.759259259259259,0.0,2.759259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENALTY ASA 430231 PTO,PR,ASA 430231,2016-10-08 00:00:00,PENALTY,PTO,3,2,3,3,239,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA SOQUETE
923,320183,27.59259259259259,2.759259259259259,2.759259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENALTY ASA 430231 BCO,PR,ASA 430231,2016-10-08 00:00:00,PENALTY,BCO,3,2,3,3,239,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA SOQUETE
924,320185,51.703703703703695,0.0,0.0,0.0,0.0,0.0,14.777777777777777,29.555555555555554,73.88888888888889,14.777777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENALTY 430234 BCO,PR,430234,2019-07-15 00:00:00,PENALTY,BCO,3,2,3,3,241,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA KIT
925,320206,31.44444444444444,31.44444444444444,49.94444444444444,59.18518518518518,103.57407407407408,59.18518518518518,29.59259259259259,14.796296296296296,59.18518518518518,0.0,0.0,20.185185185185183,40.37037037037037,21.11111111111111,0.0,42.22222222222222,0.0,77.22222222222223,102.96296296296296,77.22222222222223,2.0,2.0,3.0,4.0,7.0,4.0,2.0,1.0,4.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,3.0,4.0,3.0,SPEEDO 509146 PTA/CRIST,UN,509146,2022-04-08 00:00:00,SPEEDO,PTA/CRIST,2,2,3,3,127,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,OCULOS
926,320208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.037037037037035,40.37037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,SPEEDO 509179 PTO/FME,UN,509179,2022-10-07 00:00:00,SPEEDO,PTO/FME,2,2,3,3,127,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,OCULOS
927,320211,0.0,0.0,0.0,21.11111111111111,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,23.88888888888889,47.77777777777778,71.66666666666667,45.0,0.0,21.11111111111111,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,SPEEDO 029501 SHOCK INF,UN,029501,2021-10-05 00:00:00,SPEEDO,SHOCK INF,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
928,320212,0.0,0.0,0.0,40.37037037037037,100.92592592592592,80.74074074074073,20.185185185185183,20.185185185185183,84.44444444444444,0.0,0.0,77.22222222222223,51.48148148148148,102.96296296296296,77.22222222222223,0.0,25.74074074074074,0.0,77.22222222222223,0.0,0.0,0.0,0.0,2.0,5.0,4.0,1.0,1.0,4.0,0.0,0.0,3.0,2.0,4.0,3.0,0.0,1.0,0.0,3.0,0.0,SPEEDO 029502 SHOCK INF,UN,029502,2022-09-15 00:00:00,SPEEDO,SHOCK INF,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
929,320214,21.11111111111111,0.0,74.0,20.185185185185183,121.1111111111111,60.55555555555555,40.37037037037037,0.0,168.88888888888889,0.0,42.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.48148148148148,27.59259259259259,1.0,0.0,4.0,1.0,6.0,3.0,2.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,SPEEDO 029502 PTO JUV,UN,029502,2022-09-15 00:00:00,SPEEDO,PTO JUV,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
930,320217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.55555555555554,110.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,SPEEDO 029597 PTO,UN,029597,2022-06-21 00:00:00,SPEEDO,PTO,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
931,320218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.7037037037037,36.85185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,SPEEDO 029597 MHO,UN,029597,2022-06-21 00:00:00,SPEEDO,MHO,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
932,320221,0.0,0.0,30.5,40.666666666666664,10.166666666666666,10.166666666666666,30.5,20.333333333333332,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,1.0,3.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 308070 PTO,UN,308070,2017-08-28 00:00:00,SPEEDO,PTO,3,2,3,3,269,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA HIDRO
933,320222,8.314814814814815,8.314814814814815,8.314814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.314814814814815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 019231 MHO,UN,019231,2017-09-28 00:00:00,SPEEDO,MHO,3,2,3,3,254,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,SUNGA SUNGA
934,320224,0.0,0.0,15.888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.833333333333336,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,SPEEDO 528836 AZ,UN,528836,2021-12-18 00:00:00,SPEEDO,AZ,2,2,3,3,204,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TOUCA DE NATAÇÃO
935,320225,29.555555555555554,29.555555555555554,15.888888888888888,0.0,22.166666666666664,22.166666666666664,51.72222222222222,29.555555555555554,59.11111111111111,14.777777777777777,0.0,0.0,0.0,0.0,0.0,12.944444444444445,51.77777777777778,12.944444444444445,0.0,0.0,4.0,4.0,2.0,0.0,3.0,3.0,7.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,SPEEDO 528836 MHO,UN,528836,2021-12-18 00:00:00,SPEEDO,MHO,2,2,3,3,204,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TOUCA DE NATAÇÃO
936,320226,16.611111111111107,0.0,16.611111111111107,5.537037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 528839 ROY,UN,528839,2017-03-23 00:00:00,SPEEDO,ROY,2,2,3,3,204,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TOUCA DE NATAÇÃO
937,320443,3.6851851851851847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PUMA 14401/001 RSA,PR,14401/001,2017-10-04 00:00:00,PUMA,RSA,3,2,3,3,239,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA SOQUETE
938,320500,23.88888888888889,0.0,17.574074074074073,87.87037037037037,0.0,17.574074074074073,35.148148148148145,17.574074074074073,0.0,0.0,0.0,0.0,0.0,23.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 019232S ECLIPSE,UN,019232S,2022-07-05 00:00:00,SPEEDO,ECLIPSE,3,2,2,1,181,CONFECÇÕES,ESPORTIVO,MASCULINO,VERÃO,SUNGA BOX
939,320504,0.0,0.0,66.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 019059S ECLIPSE,UN,019059S,2022-07-05 00:00:00,SPEEDO,ECLIPSE,3,2,2,3,181,CONFECÇÕES,ESPORTIVO,MASCULINO,ANUAL,SUNGA BOX
940,320609,0.0,125.74074074074072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.33333333333331,101.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMBERLAND 4134101 PTO,UN,4134101,2022-04-12 00:00:00,TIMBERLAND,PTO,3,2,2,2,252,CONFECÇÕES,ESPORTIVO,MASCULINO,INVERNO,JAQUETA JAQUETA
941,320823,0.0,184.81481481481478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMBERLAND 4134099 PTO,UN,4134099,2022-04-12 00:00:00,TIMBERLAND,PTO,3,2,2,2,252,CONFECÇÕES,ESPORTIVO,MASCULINO,INVERNO,JAQUETA JAQUETA
942,320862,265.0,0.0,0.0,25.74074074074074,128.7037037037037,77.22222222222223,77.22222222222223,25.74074074074074,0.0,0.0,25.74074074074074,25.74074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,1.0,5.0,3.0,3.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 027952 ECLIPSE,UN,027952,2021-06-26 00:00:00,SPEEDO,ECLIPSE,3,2,1,3,111,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,MAIO
943,320863,9.222222222222221,0.0,0.0,4.611111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 011234 ECLIPSE INF,UN,011234,2020-11-05 00:00:00,SPEEDO,ECLIPSE INF,3,2,2,3,254,CONFECÇÕES,ESPORTIVO,MASCULINO,ANUAL,SUNGA SUNGA
944,320865,11.092592592592592,0.0,18.5,35.14814814814815,16.64814814814815,0.0,0.0,14.796296296296296,11.074074074074073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 019019 ECLIPSE,UN,019019,2021-10-05 00:00:00,SPEEDO,ECLIPSE,3,2,2,3,254,CONFECÇÕES,ESPORTIVO,MASCULINO,ANUAL,SUNGA SUNGA
945,320866,0.0,0.0,0.0,100.92592592592592,0.0,0.0,0.0,0.0,84.44444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 029502 CHICLETE INF,UN,029502,2022-09-15 00:00:00,SPEEDO,CHICLETE INF,3,2,3,3,111,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MAIO
946,320868,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SPEEDO 029502 ECLIPSE JUV,UN,029502,2022-09-15 00:00:00,SPEEDO,ECLIPSE JUV,3,2,3,3,111,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MAIO
947,320869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.74074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,SPEEDO 029597 ECLIPSE,UN,029597,2022-04-08 00:00:00,SPEEDO,ECLIPSE,3,2,3,3,111,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MAIO
948,321036,0.0,71.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMBERLAND 4125902/309 MRR,PR,4125902/309,2018-06-14 00:00:00,TIMBERLAND,MRR,1,2,1,3,275,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,BOTA TREKKING
949,321038,0.0,95.92592592592592,44.25925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMBERLAND 4134020/309 MRR,PR,4134020/309,2018-06-14 00:00:00,TIMBERLAND,MRR,1,2,2,3,275,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,BOTA TREKKING
950,321040,44.25925925925926,88.51851851851852,0.0,40.55555555555555,0.0,31.29629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TIMBERLAND 4133866/725 TAN,PR,4133866/725,2019-03-27 00:00:00,TIMBERLAND,TAN,1,2,2,3,275,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,BOTA TREKKING
951,321202,0.0,31.29629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MACBOOT BROOKLIN 02 CZA,PR,BROOKLIN 02,2016-12-28 00:00:00,MACBOOT,CZA,1,2,2,3,275,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,BOTA TREKKING
952,321207,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MACBOOT INGA 04 TAUPE,PR,INGA 04,2018-06-13 00:00:00,MACBOOT,TAUPE,1,2,1,3,275,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,BOTA TREKKING
953,321211,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MACBOOT PAPOULA 04 MOSTARDA,PR,PAPOULA 04,2018-07-25 00:00:00,MACBOOT,MOSTARDA,1,2,1,3,275,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,BOTA TREKKING
954,321212,0.0,0.0,0.0,0.0,0.0,23.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MACBOOT TARUMA 01 GRF NOB,PR,TARUMA 01,2018-07-25 00:00:00,MACBOOT,GRF NOB,1,2,2,3,193,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS TREKING
955,321213,0.0,31.29629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MACBOOT BROTAS 01 BABACU,PR,BROTAS 01,2016-12-28 00:00:00,MACBOOT,BABACU,1,2,2,3,193,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS TREKING
956,321214,31.29629629629629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MACBOOT CAPITAO 01 BABACU,PR,CAPITAO 01,2016-12-28 00:00:00,MACBOOT,BABACU,1,2,2,3,193,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS TREKING
957,321532,0.0,0.0,15.72222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VITORIA 400231DO DOU,UN,400231DO,2017-01-31 00:00:00,VITORIA,DOU,2,2,3,3,208,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TROFEU
958,321534,0.0,0.0,11.092592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VITORIA 400233DO DOU,UN,400233DO,2017-01-31 00:00:00,VITORIA,DOU,2,2,3,3,208,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,TROFEU
959,321674,5.537037037037036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE 642844/011 PTO,UN,642844/011,2018-01-08 00:00:00,NIKE,PTO,3,2,2,1,150,CONFECÇÕES,ESPORTIVO,MASCULINO,VERÃO,CAMISETA REGATA
960,321685,12.01851851851852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE 545859/482 AZ,UN,545859/482,2018-08-10 00:00:00,NIKE,AZ,3,2,1,3,246,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,CALCAO CALCAO
961,321698,11.074074074074073,0.0,0.0,16.611111111111107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE 616470/010 PTO,UN,616470/010,2017-12-28 00:00:00,NIKE,PTO,3,2,1,3,243,CONFECÇÕES,ESPORTIVO,FEMININO,ANUAL,BERMUDA BERMUDA
962,321717,0.0,0.0,0.0,0.0,18.48148148148148,64.68518518518519,0.0,9.24074074074074,18.48148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE BA5101/001 PTO,UN,BA5101/001,2019-01-22 00:00:00,NIKE,PTO,2,2,3,3,142,ACESSÓRIOS,ESPORTIVO,GERAL,ANUAL,PORTA CHUTEIRA
963,321728,0.0,23.88888888888889,0.0,0.0,71.66666666666667,47.77777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE 584169/451 MHO,UN,584169/451,2017-09-28 00:00:00,NIKE,MHO,3,2,3,3,35,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,BONE
964,321758,121.85185185185183,121.85185185185183,82.96296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE ZSTRUCTURE+19 806584/001 ,PR,ZSTRUCTURE+19,2018-07-23 00:00:00,NIKE ,806584/001 P/BC,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
965,321759,125.55555555555554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE ZSTRUCTURE+19 806580/001 ,PR,ZSTRUCTURE+19,2017-12-29 00:00:00,NIKE ,806580/001 P/BC,1,2,2,3,195,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUNING
966,321767,20.185185185185183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE FLEX 2015 RN 724987/011 P,PR,FLEX 2015 RN,2017-03-30 00:00:00,NIKE ,724987/011 P/RX,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
