,Produto,Total_Receitas_2018Q1,Total_Receitas_2018Q2,Total_Receitas_2018Q3,Total_Receitas_2018Q4,Total_Receitas_2019Q1,Total_Receitas_2019Q2,Total_Receitas_2019Q3,Total_Receitas_2019Q4,Total_Receitas_2020Q1,Total_Receitas_2020Q2,Total_Receitas_2020Q3,Total_Receitas_2020Q4,Total_Receitas_2021Q1,Total_Receitas_2021Q2,Total_Receitas_2021Q3,Total_Receitas_2021Q4,Total_Receitas_2022Q1,Total_Receitas_2022Q2,Total_Receitas_2022Q3,Total_Receitas_2022Q4,Total_Unidades_Vendidas_2018Q1,Total_Unidades_Vendidas_2018Q2,Total_Unidades_Vendidas_2018Q3,Total_Unidades_Vendidas_2018Q4,Total_Unidades_Vendidas_2019Q1,Total_Unidades_Vendidas_2019Q2,Total_Unidades_Vendidas_2019Q3,Total_Unidades_Vendidas_2019Q4,Total_Unidades_Vendidas_2020Q1,Total_Unidades_Vendidas_2020Q2,Total_Unidades_Vendidas_2020Q3,Total_Unidades_Vendidas_2020Q4,Total_Unidades_Vendidas_2021Q1,Total_Unidades_Vendidas_2021Q2,Total_Unidades_Vendidas_2021Q3,Total_Unidades_Vendidas_2021Q4,Total_Unidades_Vendidas_2022Q1,Total_Unidades_Vendidas_2022Q2,Total_Unidades_Vendidas_2022Q3,Total_Unidades_Vendidas_2022Q4,Nome_Produto,Unidade_Produto,Referencia_Produto,DataUltimaAtualizacao_Produto,NomeMarca_Produto,Complemento_Produto,Classificacao11_Produto,Classificacao12_Produto,Classificacao13_Produto,Classificacao14_Produto,Classificacao15_Produto,Nome_Class_11_Produto,Nome_Class_12_Produto,Nome_Class_13_Produto,Nome_Class_14_Produto,Nome_Class_15_Produto
6962,370734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376.66666666666663,125.55555555555554,62.77777777777777,0.0,0.0,62.77777777777777,188.33333333333331,125.55555555555554,62.77777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,NIKE SUPERFLY7 CLU AT8150/606 ,PR,SUPERFLY7 CLU,2020-01-30 00:00:00,NIKE,AT8150/606 LJ/P,1,2,2,3,75,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,CHUTEIRA CAMPO
6963,370735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.3333333333333,136.66666666666666,136.66666666666666,205.0,136.66666666666666,273.3333333333333,478.3333333333333,0.0,68.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,2.0,3.0,2.0,4.0,7.0,0.0,1.0,0.0,0.0,0.0,NIKE SUPERFLY7 CLU AT7979/606 ,PR,SUPERFLY7 CLU,2020-01-29 00:00:00,NIKE,AT7979/606 LJ/P,1,2,2,3,192,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS INDOOR
6964,370736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.14814814814814,354.4444444444444,0.0,118.14814814814814,0.0,0.0,118.14814814814814,59.07407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,NIKE SUPERFLY7 CLU AT8156/606 ,PR,SUPERFLY7 CLU,2020-01-29 00:00:00,NIKE,AT8156/606 LJ/P,1,2,3,3,314,CALÇADOS,ESPORTIVO,GERAL,ANUAL,CHUTEIRA SOC INF
6965,370737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.25925925925926,0.0,0.0,0.0,0.0,0.0,44.25925925925926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,NIKE VAPOR13 CLUB AT8178/606 L,PR,VAPOR13 CLUB,2020-01-29 00:00:00,NIKE,AT8178/606 LJ/P,1,2,3,3,314,CALÇADOS,ESPORTIVO,GERAL,ANUAL,CHUTEIRA SOC INF
6966,370738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.3333333333333,2216.6666666666665,73.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE QUEST2 CI3803/200 NUDE,PR,QUEST2,2020-09-03 00:00:00,NIKE,CI3803/200 NUDE,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
6967,370739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.92592592592592,47.96296296296296,103.33333333333331,0.0,0.0,206.66666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,NIKE LEGEN8 CLUB AT5883/606 LJ,PR,LEGEN8 CLUB,2020-08-05 00:00:00,NIKE,AT5883/606 LJ/P,1,2,2,3,314,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,CHUTEIRA SOC INF
6968,370740,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.29629629629628,0.0,83.14814814814814,271.66666666666663,90.55555555555554,184.8148148148148,812.9629629629629,325.18518518518516,0.0,81.29629629629629,199.44444444444446,66.48148148148148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,2.0,10.0,4.0,0.0,1.0,3.0,1.0,NIKE LEGEND8 ACAD AT6099/010 P,PR,LEGEND8 ACAD,2022-06-09 00:00:00,NIKE,AT6099/010 PTO,1,2,2,3,192,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS INDOOR
6969,370741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,317.77777777777777,317.77777777777777,0.0,905.5555555555554,181.1111111111111,277.22222222222223,92.4074074074074,277.22222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,10.0,2.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,NIKE LEGEND8 ACAD AT6099/606 L,PR,LEGEND8 ACAD,2021-03-23 00:00:00,NIKE,AT6099/606 LJ/P,1,2,2,3,192,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS INDOOR
6970,370742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831.4814814814814,166.29629629629628,391.85185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE WILDCARD HC AO7353/107 BC,PR,WILDCARD HC,2020-09-01 00:00:00,NIKE,AO7353/107 BC,1,2,1,3,222,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS TENIS
6971,370747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,623.5185185185185,479.6296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NIKE STAR RUNNER AQ3542/001 PT,PR,STAR RUNNER,2021-07-16 00:00:00,NIKE,AQ3542/001 PTO,1,2,2,3,312,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUN INF
6972,370749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.81481481481481,381.66666666666663,84.81481481481481,0.0,42.407407407407405,0.0,0.0,0.0,72.03703703703704,72.03703703703704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,NIKE STAR RUNNER2 AT1801/001 P,PR,STAR RUNNER2,2021-07-23 00:00:00,NIKE,AT1801/001 PTO,1,2,2,3,312,CALÇADOS,ESPORTIVO,MASCULINO,ANUAL,TENIS RUN INF
6973,370750,0.0,0.0,0.0,0.0,0.0,184.44444444444443,414.99999999999994,507.2222222222222,763.7037037037037,863.3333333333333,191.85185185185185,0.0,0.0,0.0,47.96296296296296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,11.0,16.0,18.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FILA FR LIGHT 2.0 MHO/PTA/VM,PR,FR LIGHT 2.0,2020-02-21 00:00:00,FILA,MHO/PTA/VM,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
6974,370858,0.0,0.0,0.0,0.0,0.0,0.0,38.7037037037037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FERRACINI 5987 PTO,PR,5987,2020-08-28 00:00:00,FERRACINI,PTO,1,3,2,3,224,CALÇADOS,GERAL,MASCULINO,ANUAL,SAPATO ESPORTIVO
6975,370884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.24074074074074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CAMIN 1408/165 RATO,PR,1408/165,2022-01-07 00:00:00,CAMIN,RATO,1,4,1,3,315,CALÇADOS,INFANTIL,FEMININO,ANUAL,TENIS CASUAL INF
6976,370893,0.0,0.0,0.0,0.0,0.0,0.0,1014.4444444444443,92.22222222222221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FILA FR LIGHT 2.0 MHO/AZ/RSA,PR,FR LIGHT 2.0,2019-11-08 00:00:00,FILA,MHO/AZ/RSA,1,2,1,3,195,CALÇADOS,ESPORTIVO,FEMININO,ANUAL,TENIS RUNING
6977,370923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.55555555555556,71.66666666666667,0.0,18.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140091 BCO,PR,140091,2020-11-18 00:00:00,QIX,BCO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6978,370924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.85185185185185,0.0,0.0,0.0,18.5,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140092 BG,PR,140092,2020-11-18 00:00:00,QIX,BG,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6979,370925,0.0,0.0,0.0,0.0,0.0,0.0,36.85185185185185,0.0,73.7037037037037,121.48148148148147,71.66666666666667,55.5,148.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140094 PTO,PR,140094,2020-11-18 00:00:00,QIX,PTO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6980,370926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.4074074074074,0.0,0.0,219.66666666666666,55.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140095 ROSA,PR,140095,2020-11-18 00:00:00,QIX,ROSA,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6981,370927,0.0,0.0,0.0,0.0,0.0,0.0,73.7037037037037,36.85185185185185,73.7037037037037,73.7037037037037,71.66666666666667,97.88888888888889,129.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140096 VDE AQUA,PR,140096,2020-11-18 00:00:00,QIX,VDE AQUA,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6982,370928,0.0,0.0,0.0,0.0,0.0,0.0,73.7037037037037,0.0,73.7037037037037,238.88888888888889,262.77777777777777,97.88888888888889,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,10.0,11.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140082 PTO COURO,PR,140082,2020-11-18 00:00:00,QIX,PTO COURO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6983,370929,0.0,0.0,0.0,0.0,0.0,0.0,110.55555555555554,0.0,73.7037037037037,47.77777777777778,167.22222222222223,66.27777777777777,92.5,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,2.0,7.0,3.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140081 BCO COURO,PR,140081,2020-11-18 00:00:00,QIX,BCO COURO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6984,370930,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,420.0,143.33333333333334,95.55555555555556,134.88888888888889,129.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,6.0,4.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140061 BCO,PR,140061,2020-11-18 00:00:00,QIX,BCO,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6985,370931,0.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,70.0,0.0,23.88888888888889,158.77777777777777,92.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,8.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140062 BEGE,PR,140062,2020-11-18 00:00:00,QIX,BEGE,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6986,370932,0.0,0.0,0.0,0.0,0.0,0.0,140.0,105.0,210.0,150.74074074074073,47.77777777777778,148.0,166.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,6.0,6.0,2.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140064 PTO,PR,140064,2020-11-18 00:00:00,QIX,PTO,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6987,370933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,238.88888888888889,71.66666666666667,97.88888888888889,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140065 ROSA,PR,140065,2020-11-18 00:00:00,QIX,ROSA,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6988,370934,0.0,0.0,0.0,0.0,0.0,0.0,35.0,70.0,70.0,117.77777777777777,71.66666666666667,74.0,37.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140066 VDE AGUA,PR,140066,2020-11-18 00:00:00,QIX,VDE AGUA,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6989,370935,0.0,0.0,0.0,0.0,0.0,0.0,105.0,105.0,70.0,452.22222222222223,71.66666666666667,42.388888888888886,37.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,18.0,3.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140072 PTO COURO,PR,140072,2020-11-18 00:00:00,QIX,PTO COURO,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6990,370937,0.0,0.0,0.0,0.0,0.0,0.0,220.74074074074073,27.59259259259259,275.9259259259259,588.1481481481482,143.33333333333334,158.77777777777777,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,10.0,24.0,6.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140001 BCO,PR,140001,2020-11-18 00:00:00,QIX,BCO,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6991,370938,0.0,0.0,0.0,0.0,0.0,0.0,55.18518518518518,55.18518518518518,110.37037037037037,95.55555555555556,95.55555555555556,111.0,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,4.0,4.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140002 BG,PR,140002,2020-11-18 00:00:00,QIX,BG,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6992,370939,0.0,0.0,0.0,0.0,0.0,0.0,137.96296296296296,220.74074074074073,165.55555555555554,198.51851851851853,95.55555555555556,121.77777777777777,129.5,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,6.0,8.0,4.0,6.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140005 RSA,PR,140005,2020-11-18 00:00:00,QIX,RSA,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6993,370940,0.0,0.0,0.0,0.0,0.0,0.0,165.55555555555554,275.9259259259259,386.2962962962963,102.96296296296296,47.77777777777778,74.0,148.0,0.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,14.0,4.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,QIX 140006 VDE AGUA,PR,140006 ,2020-11-18 00:00:00,QIX,VDE AGUA,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6994,370941,0.0,0.0,0.0,0.0,0.0,0.0,350.0,245.0,70.0,477.77777777777777,238.88888888888889,402.3333333333333,37.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,2.0,20.0,10.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140012 PTO COURO,PR,140012,2020-11-18 00:00:00,QIX,PTO COURO,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6995,370942,0.0,0.0,0.0,0.0,0.0,0.0,280.0,560.0,560.0,47.77777777777778,47.77777777777778,66.27777777777777,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,16.0,2.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140011 BCO COURO,PR,140011,2020-11-18 00:00:00,QIX,BCO COURO,1,2,3,3,194,CALÇADOS,ESPORTIVO,GERAL,ANUAL,TENIS CASUAL
6996,370943,0.0,0.0,0.0,0.0,0.0,0.0,117.77777777777777,29.444444444444443,0.0,0.0,23.88888888888889,108.66666666666667,37.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140031 BCO,PR,140031,2020-11-18 00:00:00,QIX,BCO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6997,370944,0.0,0.0,0.0,0.0,0.0,0.0,117.77777777777777,147.22222222222223,0.0,0.0,0.0,18.5,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140032 BG,PR,140032,2020-11-18 00:00:00,QIX,BG,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6998,370945,0.0,0.0,0.0,0.0,0.0,0.0,55.18518518518518,27.59259259259259,55.18518518518518,198.51851851851853,23.88888888888889,140.27777777777777,55.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,8.0,1.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140038 PTO,PR,140038,2020-11-18 00:00:00,QIX,PTO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
6999,370946,0.0,0.0,0.0,0.0,0.0,0.0,206.1111111111111,58.888888888888886,117.77777777777777,0.0,95.55555555555556,60.888888888888886,37.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,4.0,0.0,4.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140035 ROSA,PR,140035,2020-11-18 00:00:00,QIX,ROSA,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
7000,370947,0.0,0.0,0.0,0.0,0.0,0.0,235.55555555555554,88.33333333333333,0.0,0.0,47.77777777777778,23.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140036 VDE AGUA,PR,140036,2020-11-18 00:00:00,QIX,VDE AGUA,1,1,3,3,305,CALÇADOS,BOUTIQUE,GERAL,ANUAL,BOTA CASUAL
7001,370948,0.0,0.0,0.0,0.0,0.0,0.0,73.7037037037037,73.7037037037037,0.0,477.77777777777777,47.77777777777778,111.0,92.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,20.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140042 PTO COURO,PR,140042,2020-11-18 00:00:00,QIX,PTO COURO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
7002,370949,0.0,0.0,0.0,0.0,0.0,0.0,36.85185185185185,0.0,73.7037037037037,95.55555555555556,95.55555555555556,111.0,0.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,QIX 140041 BCO COURO,PR,140041,2020-11-18 00:00:00,QIX,BCO COURO,1,2,3,3,305,CALÇADOS,ESPORTIVO,GERAL,ANUAL,BOTA CASUAL
7003,370953,0.0,0.0,0.0,0.0,0.0,0.0,21.85185185185185,2.185185185185185,17.48148148148148,2.185185185185185,5.462962962962963,1.0925925925925926,17.229629629629628,0.7370370370370368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,16.0,2.0,5.0,1.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,AGS MEIAS MASCULINO DIV,UN,MASCULINO,2021-02-02 00:00:00,AGS MEIAS,DIV,3,2,3,3,118,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA MEIÃO
7004,370954,0.0,0.0,0.0,0.0,0.0,0.0,26.22222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGS MEIAS MASCULINO BCO,UN,MASCULINO,2020-01-24 00:00:00,AGS MEIAS,BCO,3,2,3,3,239,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA SOQUETE
7005,370956,0.0,0.0,0.0,0.0,0.0,0.0,13.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGS MEIAS SPPMS PTO,UN,SPPMS,2021-02-02 00:00:00,AGS MEIAS,PTO,3,2,3,3,324,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA INFANTIL
7006,370958,0.0,0.0,0.0,0.0,0.0,0.0,90.68518518518518,0.0,2.185185185185185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGS MEIAS SPORT DIV,UN,SPORT,2021-02-02 00:00:00,AGS MEIAS,DIV,3,2,3,3,239,CONFECÇÕES,ESPORTIVO,GERAL,ANUAL,MEIA SOQUETE
7007,370984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.1111111111111,55.37037037037037,221.48148148148147,166.1111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,MACBOOT CASTILO01 CF,PR,CASTILO01,2022-07-14 00:00:00,MACBOOT,CF,1,3,3,3,193,CALÇADOS,GERAL,GERAL,ANUAL,TENIS TREKING
